row_id,week_start,pilot_name,region,channel,store_cluster,stores,avg_temp_f,weather_index,units_sold,revenue,gross_margin_pct,repeat_rate,attach_rate,cannibalization_index,promo_spend,app_impressions,conversion_rate,customer_segment,ops_complexity_score,stockout_rate,nps
981,2025-08-11,Cinder Orange Cold Brew Sim,Southeast,In-store,southeast-4,36,57,0.35,2260,13447,0.626,0.267,0.11,0.198,9756,53676,0.0911,Gen Z afternoon,3.77,0.03,45
982,2025-05-12,Blood Orange Espresso Tonic,California,Drive-thru,california-3,205,73,0.556,10168,60499.6,0.741,0.244,0.225,0.248,56785,340505,0.088,Cold coffee loyalist,3.83,0.076,46
983,2025-08-04,Citrus Green Tea,Midwest,Delivery,midwest-3,68,64,0.35,3679,21890.05,0.612,0.168,0.142,0.163,18428,205292,0.0694,Rewards power user,2.04,0.03,45
984,2025-10-20,Pineapple Passionfruit Refresher,New York Metro,Mobile Order,new-york-metro-3,101,97,1,12129,72167.55,0.699,0.296,0.115,0.082,17776,377336,0.0958,Morning commuter,3.96,0.062,46
985,2025-08-11,Pineapple Passionfruit Refresher,Texas,RTD Retail,texas-5,120,57,0.35,3778,16963.22,0.701,0.212,0.063,0.187,24240,288960,0.0781,Rewards power user,4.29,0.101,38
986,2025-08-11,Spiced Mocha Cold Brew,California,Drive-thru,california-3,103,72,0.533,7493,44583.35,0.73,0.259,0.061,0.091,12772,220214,0.0707,Seasonal trial seeker,4.58,0.057,53
987,2025-09-29,Iced Ube Coconut Macchiato,Southeast,RTD Retail,southeast-7,47,93,0.858,3189,14318.61,0.791,0.29,0.204,0.093,14382,85775,0.0806,Warm-weather commuter,1.38,0.002,57
988,2025-10-13,Summer Berry Refresher,South,RTD Retail,south-4,36,69,0.374,1794,8055.06,0.699,0.178,0.091,0.205,4500,100440,0.0652,Seasonal trial seeker,2.21,0.073,44
989,2025-12-15,Iced Ube Coconut Macchiato,Pacific Northwest,Delivery,pacific-northwest-3,73,66,0.35,4497,26757.15,0.645,0.178,0.16,0.186,13359,98404,0.0608,Seasonal trial seeker,1.23,0.086,47
990,2025-09-22,Spiced Mocha Cold Brew,Florida,Drive-thru,florida-8,150,87,0.795,16134,95997.3,0.642,0.279,0.137,0.184,36300,215100,0.0677,Rewards power user,4.2,0.104,42
991,2025-05-26,Spiced Mocha Cold Brew,South,Mobile Order,south-4,149,87,0.754,10683,63563.85,0.771,0.322,0.111,0.137,27416,250320,0.0969,Warm-weather commuter,3.34,0.028,54
992,2025-06-23,Vanilla Cream Cold Brew,West,In-store,west-3,58,87,0.835,4088,24323.6,0.637,0.306,0.12,0.101,16646,87464,0.0975,Gen Z afternoon,1.03,0.039,65
993,2025-06-30,Pineapple Passionfruit Refresher,Southeast,Mobile Order,southeast-4,102,66,0.446,4788,28488.6,0.692,0.208,0.208,0.179,11016,179520,0.0786,Gen Z afternoon,2.96,0.081,53
994,2025-06-16,Iced Ube Coconut Macchiato,Florida,Delivery,florida-1,169,79,0.551,10909,64908.55,0.775,0.216,0.081,0.113,31941,517140,0.0889,Seasonal trial seeker,4.04,0.123,44
995,2025-09-15,Cinder Orange Cold Brew Sim,West,Delivery,west-7,170,87,0.827,14698,87453.1,0.706,0.336,0.205,0.305,36550,540600,0.1017,Warm-weather commuter,4.27,0.039,56
996,2025-07-21,Blood Orange Espresso Tonic,Texas,Drive-thru,texas-2,124,83,0.707,10359,61636.05,0.744,0.238,0.135,0.251,37944,497364,0.0775,Morning commuter,5.66,0.096,47
997,2025-08-04,Iced Ube Coconut Macchiato,West,Mobile Order,west-3,92,93,0.942,5409,32183.55,0.787,0.293,0.132,0.152,16192,124200,0.0949,Seasonal trial seeker,2.01,0.018,48
998,2025-05-19,Citrus Green Tea,California,Delivery,california-6,107,82,0.71,7318,43542.1,0.675,0.26,0.194,0.192,23326,182542,0.0835,Cold coffee loyalist,2.39,0.085,55
999,2025-09-01,Blood Orange Espresso Tonic,Texas,RTD Retail,texas-2,79,78,0.646,5901,26495.49,0.655,0.245,0.206,0.184,11455,261490,0.0932,Cold coffee loyalist,5.37,0.06,40
1000,2025-12-22,Vanilla Cream Cold Brew,Pacific Northwest,Drive-thru,pacific-northwest-8,114,90,0.877,6909,41108.55,0.65,0.302,0.182,0.271,13908,338466,0.1002,Morning commuter,1.62,0.057,49
1001,2025-05-12,Blood Orange Espresso Tonic,Florida,RTD Retail,florida-8,207,68,0.42,8812,39565.88,0.693,0.199,0.137,0.15,23598,475893,0.073,Morning commuter,4.93,0.089,44
1002,2025-12-08,Pineapple Passionfruit Refresher,Texas,Mobile Order,texas-4,59,60,0.35,3187,18962.65,0.73,0.171,0.149,0.202,12567,182251,0.077,Seasonal trial seeker,2.99,0.071,42
1003,2025-08-11,Spiced Mocha Cold Brew,New York Metro,Drive-thru,new-york-metro-4,81,57,0.35,4361,25947.95,0.606,0.23,0.065,0.269,11340,252801,0.0803,Rewards power user,4.2,0.057,40
1004,2025-12-01,Spiced Mocha Cold Brew,Pacific Northwest,In-store,pacific-northwest-8,63,80,0.675,4659,27721.05,0.762,0.267,0.156,0.116,17703,189630,0.0844,Gen Z afternoon,4.54,0.075,40
1005,2026-01-05,Iced Ube Coconut Macchiato,Pacific Northwest,Delivery,pacific-northwest-4,80,68,0.492,4081,24281.95,0.71,0.197,0.234,0.272,12640,222880,0.0684,Warm-weather commuter,1.39,0.052,46
1006,2025-11-03,Spiced Mocha Cold Brew,West,Mobile Order,west-7,126,73,0.439,10972,65283.4,0.759,0.23,0.192,0.252,12474,275436,0.0727,Morning commuter,4.63,0.115,40
1007,2025-06-09,Spiced Mocha Cold Brew,Texas,Mobile Order,texas-8,140,77,0.517,12102,72006.9,0.772,0.27,0.182,0.168,23800,314300,0.0874,Warm-weather commuter,4.01,0.055,55
1008,2025-07-14,Summer Berry Refresher,California,Delivery,california-8,119,66,0.35,3487,20747.65,0.739,0.169,0.181,0.274,21539,482426,0.0546,Morning commuter,4.7,0.082,44
1009,2025-08-11,Cinder Orange Cold Brew Sim,South,RTD Retail,south-8,44,85,0.8,3244,14565.56,0.734,0.296,0.206,0.182,12276,112860,0.094,Cold coffee loyalist,2.14,0.08,51
1010,2025-08-11,Vanilla Cream Cold Brew,Texas,In-store,texas-2,180,96,0.92,19056,113383.2,0.74,0.348,0.238,0.125,42840,649440,0.0997,Seasonal trial seeker,2.62,0.08,59
1011,2025-10-06,Citrus Green Tea,West,In-store,west-5,193,80,0.629,14868,88464.6,0.726,0.236,0.074,0.264,39565,661411,0.0599,Rewards power user,2.77,0,52
1012,2025-07-07,Citrus Green Tea,Midwest,RTD Retail,midwest-1,187,63,0.355,7531,33814.19,0.6,0.203,0.184,0.23,40205,259556,0.0758,Seasonal trial seeker,5.41,0.106,37
1013,2025-06-30,Cinder Orange Cold Brew Sim,West,In-store,west-7,203,61,0.35,10955,65182.25,0.776,0.257,0.18,0.296,50750,213759,0.0742,Seasonal trial seeker,1.84,0.029,50
1014,2025-06-09,Blood Orange Espresso Tonic,South,Delivery,south-6,107,96,0.945,7686,45731.7,0.603,0.266,0.155,0.16,16478,416016,0.0642,Warm-weather commuter,5.35,0.037,38
1015,2026-01-05,Spiced Mocha Cold Brew,Southeast,In-store,southeast-4,38,91,0.777,3761,22377.95,0.694,0.325,0.102,0.196,11324,89642,0.0893,Warm-weather commuter,3.07,0.007,50
1016,2025-08-25,Summer Berry Refresher,California,Delivery,california-5,60,72,0.437,2108,12542.6,0.66,0.194,0.085,0.254,12540,154200,0.0843,Seasonal trial seeker,2.5,0.024,38
1017,2025-05-05,Vanilla Cream Cold Brew,Pacific Northwest,Delivery,pacific-northwest-8,89,72,0.485,5993,35658.35,0.79,0.28,0.095,0.172,23585,212532,0.0836,Seasonal trial seeker,4.52,0.077,47
1018,2025-10-06,Cinder Orange Cold Brew Sim,California,In-store,california-6,52,71,0.538,3176,18897.2,0.762,0.24,0.226,0.12,8476,205556,0.0917,Cold coffee loyalist,5.07,0.071,51
1019,2025-09-29,Pineapple Passionfruit Refresher,California,Mobile Order,california-5,210,88,0.715,14711,87530.45,0.759,0.249,0.2,0.064,51030,585690,0.0911,Cold coffee loyalist,1.81,0.04,43
1020,2025-07-07,Vanilla Cream Cold Brew,Northeast,In-store,northeast-8,85,73,0.513,4454,26501.3,0.615,0.259,0.111,0.146,7565,308210,0.0628,Rewards power user,1.59,0.004,54
1021,2025-05-19,Vanilla Cream Cold Brew,Texas,In-store,texas-5,102,83,0.669,7760,46172,0.79,0.312,0.087,0.235,19788,160344,0.0967,Seasonal trial seeker,3.7,0.027,50
1022,2025-12-15,Cinder Orange Cold Brew Sim,Pacific Northwest,Delivery,pacific-northwest-2,85,82,0.71,5896,35081.2,0.68,0.285,0.176,0.116,19040,111350,0.0791,Gen Z afternoon,5.32,0.049,51
1023,2025-10-20,Blood Orange Espresso Tonic,Midwest,In-store,midwest-5,59,79,0.637,3529,20997.55,0.708,0.215,0.123,0.073,7434,110802,0.0619,Seasonal trial seeker,2.08,0.022,40
1024,2025-09-22,Summer Berry Refresher,Southeast,Drive-thru,southeast-1,127,92,0.791,9185,54650.75,0.629,0.255,0.124,0.143,11938,364871,0.0854,Cold coffee loyalist,1.55,0.019,45
1025,2025-05-05,Spiced Mocha Cold Brew,Southeast,Delivery,southeast-5,89,73,0.558,7017,41751.15,0.782,0.282,0.162,0.158,24386,248666,0.0989,Morning commuter,3.53,0.008,53
1026,2025-11-10,Cinder Orange Cold Brew Sim,California,Drive-thru,california-3,218,61,0.35,19103,113662.85,0.608,0.266,0.147,0.238,17658,834068,0.0764,Rewards power user,2.52,0.046,50
1027,2025-06-02,Summer Berry Refresher,Florida,Mobile Order,florida-2,181,66,0.35,10784,64164.8,0.623,0.182,0.205,0.192,52671,202720,0.064,Warm-weather commuter,2.21,0.028,40
1028,2025-11-03,Spiced Mocha Cold Brew,New York Metro,RTD Retail,new-york-metro-6,50,89,0.828,3895,17488.55,0.717,0.289,0.113,0.252,12850,104150,0.0969,Rewards power user,1.81,0.053,61
1029,2025-05-05,Iced Ube Coconut Macchiato,Pacific Northwest,RTD Retail,pacific-northwest-3,201,61,0.35,11904,53448.96,0.639,0.17,0.082,0.196,21306,425115,0.0472,Cold coffee loyalist,3.82,0.041,39
1030,2026-01-12,Summer Berry Refresher,West,Drive-thru,west-7,88,61,0.35,3129,18617.55,0.746,0.182,0.142,0.237,15400,352000,0.0559,Morning commuter,1.73,0.057,48
1031,2025-05-19,Pineapple Passionfruit Refresher,Southeast,Mobile Order,southeast-1,66,82,0.746,5164,30725.8,0.625,0.241,0.161,0.186,11154,146058,0.0722,Morning commuter,3.45,0.01,55
1032,2025-12-15,Citrus Green Tea,New York Metro,Drive-thru,new-york-metro-6,158,86,0.735,12203,72607.85,0.766,0.259,0.145,0.177,33654,215038,0.0662,Rewards power user,2.18,0.076,51
1033,2025-07-07,Iced Ube Coconut Macchiato,Texas,Delivery,texas-5,56,56,0.35,3002,17861.9,0.703,0.201,0.196,0.126,14056,221648,0.0593,Warm-weather commuter,3.02,0.022,51
1034,2025-05-12,Cinder Orange Cold Brew Sim,Florida,Mobile Order,florida-8,195,90,0.782,18863,112234.85,0.654,0.298,0.171,0.207,25155,728325,0.0985,Rewards power user,3.89,0.054,54
1035,2025-06-30,Cinder Orange Cold Brew Sim,Florida,Mobile Order,florida-3,167,91,0.793,19671,117042.45,0.719,0.307,0.128,0.276,38410,319638,0.0798,Morning commuter,2.7,0.017,50
1036,2025-12-15,Spiced Mocha Cold Brew,West,Mobile Order,west-1,101,77,0.517,10180,60571,0.731,0.245,0.221,0.095,8585,418746,0.0801,Gen Z afternoon,1.61,0.073,58
1037,2025-11-17,Citrus Green Tea,New York Metro,Delivery,new-york-metro-2,79,80,0.644,4622,27500.9,0.682,0.229,0.169,0.141,22831,87611,0.086,Warm-weather commuter,3.12,0.036,44
1038,2025-12-08,Spiced Mocha Cold Brew,Texas,RTD Retail,texas-5,123,81,0.628,6942,31169.58,0.675,0.262,0.103,0.14,15744,344277,0.0749,Seasonal trial seeker,1.49,0.011,60
1039,2025-10-20,Iced Ube Coconut Macchiato,Texas,Mobile Order,texas-2,48,62,0.372,3421,20354.95,0.683,0.201,0.262,0.243,6336,159168,0.0677,Rewards power user,4.03,0.117,50
1040,2025-06-23,Cinder Orange Cold Brew Sim,Northeast,In-store,northeast-4,102,84,0.707,7493,44583.35,0.657,0.283,0.173,0.257,8160,326298,0.0889,Gen Z afternoon,3.34,0.015,50
1041,2025-08-18,Cinder Orange Cold Brew Sim,Northeast,RTD Retail,northeast-4,97,97,0.997,9460,42475.4,0.64,0.357,0.112,0.293,18333,154230,0.0959,Cold coffee loyalist,4.52,0.075,55
1042,2025-06-02,Citrus Green Tea,Southeast,In-store,southeast-6,84,65,0.35,4173,24829.35,0.751,0.19,0.209,0.278,24948,96684,0.0727,Gen Z afternoon,1.81,0.073,49
1043,2025-12-22,Spiced Mocha Cold Brew,New York Metro,In-store,new-york-metro-7,98,78,0.598,7620,45339,0.744,0.302,0.235,0.241,24990,356818,0.081,Seasonal trial seeker,1.27,0.024,61
1044,2026-01-05,Vanilla Cream Cold Brew,West,Drive-thru,west-5,120,79,0.563,10587,62992.65,0.727,0.286,0.202,0.244,29640,126240,0.0949,Seasonal trial seeker,4.71,0.059,51
1045,2025-08-04,Pineapple Passionfruit Refresher,Texas,In-store,texas-3,193,63,0.35,10291,61231.45,0.708,0.214,0.21,0.169,55005,577263,0.0536,Cold coffee loyalist,4.53,0.121,50
1046,2026-02-02,Blood Orange Espresso Tonic,West,In-store,west-8,68,57,0.35,2609,15523.55,0.76,0.165,0.107,0.152,11492,154632,0.076,Gen Z afternoon,4.12,0.085,37
1047,2025-06-16,Blood Orange Espresso Tonic,California,In-store,california-4,211,91,0.823,12394,73744.3,0.622,0.266,0.095,0.109,48108,849275,0.0751,Warm-weather commuter,4.4,0.067,41
1048,2025-05-26,Iced Ube Coconut Macchiato,New York Metro,Drive-thru,new-york-metro-3,141,76,0.521,5482,32617.9,0.681,0.22,0.144,0.261,21573,588111,0.0662,Rewards power user,1.92,0.075,43
1049,2025-06-23,Pineapple Passionfruit Refresher,West,Delivery,west-2,47,87,0.759,3800,22610,0.639,0.23,0.137,0.197,13912,127464,0.0577,Seasonal trial seeker,2.51,0.007,45
1050,2025-08-04,Pineapple Passionfruit Refresher,California,RTD Retail,california-6,169,68,0.487,5940,26670.6,0.705,0.235,0.076,0.076,42588,629187,0.0712,Morning commuter,3.03,0.08,51
1051,2025-07-14,Spiced Mocha Cold Brew,Midwest,Mobile Order,midwest-5,42,73,0.5,3902,23216.9,0.751,0.28,0.132,0.091,6678,146832,0.0785,Seasonal trial seeker,2.36,0.076,52
1052,2025-09-29,Spiced Mocha Cold Brew,Pacific Northwest,Delivery,pacific-northwest-5,97,63,0.356,7967,47403.65,0.638,0.248,0.14,0.122,17557,308169,0.0831,Gen Z afternoon,3.74,0.006,53
1053,2025-06-02,Pineapple Passionfruit Refresher,Southeast,Delivery,southeast-6,203,72,0.426,6333,37681.35,0.609,0.187,0.102,0.059,58058,545258,0.0521,Morning commuter,3.81,0.067,37
1054,2025-12-29,Pineapple Passionfruit Refresher,Florida,Drive-thru,florida-5,170,94,0.83,13096,77921.2,0.756,0.259,0.06,0.233,49980,657560,0.0674,Gen Z afternoon,2.7,0.037,55
1055,2025-05-26,Spiced Mocha Cold Brew,California,In-store,california-8,74,79,0.566,7203,42857.85,0.664,0.28,0.198,0.107,16724,117068,0.0977,Seasonal trial seeker,1.73,0.022,53
1056,2025-07-07,Citrus Green Tea,Southeast,Mobile Order,southeast-8,78,96,0.949,6763,40239.85,0.666,0.268,0.122,0.059,11466,178308,0.093,Rewards power user,3.77,0.069,46
1057,2025-11-17,Summer Berry Refresher,Texas,Drive-thru,texas-5,78,67,0.429,2856,16993.2,0.634,0.189,0.177,0.117,9750,296322,0.0701,Warm-weather commuter,4.92,0.112,41
1058,2025-05-12,Pineapple Passionfruit Refresher,California,RTD Retail,california-8,153,69,0.479,6226,27954.74,0.696,0.185,0.064,0.094,42993,544986,0.0793,Gen Z afternoon,5,0.082,42
1059,2025-11-24,Pineapple Passionfruit Refresher,West,In-store,west-8,122,59,0.35,4986,29666.7,0.782,0.204,0.139,0.163,38064,299266,0.0728,Morning commuter,3.37,0.062,51
1060,2025-06-02,Summer Berry Refresher,Southeast,Delivery,southeast-2,151,70,0.39,9906,58940.7,0.667,0.219,0.16,0.268,36240,547828,0.0594,Gen Z afternoon,1.68,0.026,44
1061,2025-11-10,Iced Ube Coconut Macchiato,South,Drive-thru,south-4,142,92,0.83,8342,49634.9,0.766,0.27,0.068,0.171,26980,349746,0.0966,Seasonal trial seeker,4.37,0.093,51
1062,2025-09-29,Spiced Mocha Cold Brew,Southeast,Drive-thru,southeast-6,198,68,0.44,12740,75803,0.681,0.264,0.179,0.169,37026,254430,0.0899,Warm-weather commuter,1.18,0.036,53
1063,2025-08-25,Blood Orange Espresso Tonic,Southeast,Drive-thru,southeast-6,130,64,0.35,4980,29631,0.688,0.189,0.2,0.117,28080,543400,0.0684,Gen Z afternoon,4.5,0.049,41
1064,2025-06-23,Iced Ube Coconut Macchiato,Florida,Drive-thru,florida-3,105,56,0.35,4743,28220.85,0.649,0.175,0.192,0.072,33075,119595,0.0698,Morning commuter,2.48,0.011,36
1065,2025-05-19,Citrus Green Tea,West,Delivery,west-8,198,92,0.798,12256,72923.2,0.65,0.276,0.068,0.191,43956,229878,0.0696,Gen Z afternoon,2.23,0.022,48
1066,2025-06-23,Vanilla Cream Cold Brew,Southeast,Mobile Order,southeast-2,42,80,0.7,3665,21806.75,0.606,0.287,0.172,0.219,12264,129486,0.0955,Gen Z afternoon,2.99,0.011,46
1067,2025-09-15,Cinder Orange Cold Brew Sim,Pacific Northwest,RTD Retail,pacific-northwest-2,162,72,0.565,10229,45928.21,0.776,0.292,0.113,0.141,34992,341010,0.1013,Seasonal trial seeker,5.07,0.112,45
1068,2025-05-19,Citrus Green Tea,West,Mobile Order,west-8,154,85,0.715,12502,74386.9,0.623,0.215,0.237,0.074,14938,343420,0.0845,Seasonal trial seeker,3.11,0.064,40
1069,2025-08-04,Citrus Green Tea,West,In-store,west-5,54,69,0.406,3467,20628.65,0.655,0.217,0.066,0.187,10044,186894,0.0873,Cold coffee loyalist,1.88,0.039,51
1070,2025-06-02,Summer Berry Refresher,Texas,Delivery,texas-1,133,76,0.633,6553,38990.35,0.629,0.205,0.109,0.274,39900,150556,0.0801,Rewards power user,3.15,0.064,42
1071,2025-09-22,Blood Orange Espresso Tonic,Florida,RTD Retail,florida-3,169,82,0.692,10550,47369.5,0.616,0.238,0.123,0.086,33293,364195,0.0857,Gen Z afternoon,3.99,0.02,51
1072,2025-10-20,Iced Ube Coconut Macchiato,South,In-store,south-3,175,77,0.613,8751,52068.45,0.744,0.214,0.142,0.223,40250,691950,0.0735,Rewards power user,4.22,0.09,49
1073,2025-12-15,Summer Berry Refresher,South,RTD Retail,south-8,205,74,0.556,10326,46363.74,0.7,0.221,0.202,0.207,56375,666250,0.0724,Cold coffee loyalist,4.88,0.115,36
1074,2025-08-25,Iced Ube Coconut Macchiato,California,Drive-thru,california-1,201,92,0.848,14472,86108.4,0.721,0.287,0.24,0.193,63315,356574,0.0719,Gen Z afternoon,4.36,0.107,43
1075,2025-05-19,Summer Berry Refresher,Southeast,Mobile Order,southeast-2,158,90,0.775,12420,73899,0.745,0.264,0.175,0.134,27176,300832,0.0757,Rewards power user,1.09,0.037,55
1076,2025-05-19,Iced Ube Coconut Macchiato,South,RTD Retail,south-2,180,90,0.81,8015,35987.35,0.617,0.224,0.223,0.201,25380,363420,0.0717,Cold coffee loyalist,1.92,0.03,41
1077,2025-07-14,Summer Berry Refresher,Florida,RTD Retail,florida-7,143,81,0.724,10495,47122.55,0.678,0.243,0.2,0.129,23166,284427,0.064,Gen Z afternoon,4.52,0.036,53
1078,2025-11-17,Pineapple Passionfruit Refresher,California,Delivery,california-4,129,61,0.361,8080,48076,0.616,0.191,0.239,0.196,18447,119196,0.0626,Rewards power user,1.81,0.072,41
1079,2025-07-28,Spiced Mocha Cold Brew,Midwest,Delivery,midwest-8,58,94,0.817,4315,25674.25,0.664,0.279,0.146,0.191,7772,98948,0.0819,Seasonal trial seeker,1.31,0.05,54
1080,2025-11-17,Iced Ube Coconut Macchiato,West,Mobile Order,west-8,180,59,0.35,11909,70858.55,0.642,0.204,0.15,0.08,31320,722520,0.0606,Morning commuter,2.53,0.035,41
1081,2025-06-23,Spiced Mocha Cold Brew,Pacific Northwest,Delivery,pacific-northwest-6,131,57,0.35,7296,43411.2,0.65,0.255,0.148,0.256,19388,284925,0.0773,Seasonal trial seeker,2.36,0.055,56
1082,2025-07-28,Spiced Mocha Cold Brew,Texas,In-store,texas-5,71,90,0.788,6233,37086.35,0.632,0.286,0.067,0.152,15620,192694,0.0865,Gen Z afternoon,2.07,0.046,46
1083,2025-08-25,Iced Ube Coconut Macchiato,Southeast,RTD Retail,southeast-4,180,60,0.35,5856,26293.44,0.757,0.182,0.108,0.061,47340,546120,0.0521,Warm-weather commuter,2.29,0.08,39
1084,2025-09-08,Pineapple Passionfruit Refresher,Pacific Northwest,In-store,pacific-northwest-6,118,85,0.778,6288,37413.6,0.618,0.267,0.083,0.204,12980,166380,0.0746,Cold coffee loyalist,2.63,0.081,54
1085,2025-06-30,Blood Orange Espresso Tonic,Texas,Mobile Order,texas-6,177,90,0.879,19487,115947.65,0.686,0.283,0.118,0.094,19116,664281,0.083,Warm-weather commuter,3.04,0.086,50
1086,2025-08-18,Cinder Orange Cold Brew Sim,Florida,Delivery,florida-8,61,82,0.672,6992,41602.4,0.797,0.283,0.189,0.145,16287,199348,0.0876,Cold coffee loyalist,4.43,0.056,55
1087,2025-09-15,Blood Orange Espresso Tonic,South,Drive-thru,south-4,40,56,0.35,1637,9740.15,0.748,0.178,0.064,0.177,9720,125880,0.0576,Warm-weather commuter,4.21,0.111,35
1088,2026-01-26,Pineapple Passionfruit Refresher,West,Delivery,west-2,104,70,0.402,6176,36747.2,0.745,0.198,0.202,0.15,29328,173888,0.0722,Seasonal trial seeker,1.45,0.081,49
1089,2025-11-10,Cinder Orange Cold Brew Sim,New York Metro,In-store,new-york-metro-2,163,60,0.35,7665,45606.75,0.679,0.251,0.154,0.274,16952,585333,0.0819,Gen Z afternoon,4.3,0.082,49
1090,2025-06-02,Cinder Orange Cold Brew Sim,Pacific Northwest,Mobile Order,pacific-northwest-1,78,91,0.828,8498,50563.1,0.788,0.309,0.138,0.252,9672,224328,0.0767,Rewards power user,4.43,0.059,47
1091,2025-10-27,Spiced Mocha Cold Brew,Texas,Mobile Order,texas-5,83,87,0.751,8230,48968.5,0.675,0.322,0.111,0.315,15106,301041,0.0865,Warm-weather commuter,2.85,0.051,52
1092,2025-05-26,Pineapple Passionfruit Refresher,Southeast,Drive-thru,southeast-1,93,94,0.848,7913,47082.35,0.653,0.255,0.066,0.147,25575,356934,0.094,Morning commuter,4.88,0.079,39
1093,2025-11-24,Pineapple Passionfruit Refresher,West,Drive-thru,west-2,62,87,0.804,3652,21729.4,0.739,0.281,0.154,0.261,5890,234236,0.0903,Cold coffee loyalist,4.8,0.083,53
1094,2025-10-06,Spiced Mocha Cold Brew,Pacific Northwest,In-store,pacific-northwest-4,40,81,0.72,3174,18885.3,0.617,0.271,0.161,0.306,7840,153840,0.0824,Cold coffee loyalist,1.66,0.033,48
1095,2025-09-22,Pineapple Passionfruit Refresher,California,Drive-thru,california-7,129,87,0.691,5051,30053.45,0.789,0.223,0.209,0.083,27606,307923,0.0583,Seasonal trial seeker,1.49,0.015,43
1096,2026-02-02,Citrus Green Tea,California,Delivery,california-8,212,80,0.708,15483,92123.85,0.633,0.249,0.196,0.255,54696,570916,0.0613,Rewards power user,3.77,0.004,53
1097,2025-12-08,Summer Berry Refresher,Pacific Northwest,In-store,pacific-northwest-1,170,94,0.882,8338,49611.1,0.64,0.234,0.169,0.121,14450,691560,0.0806,Warm-weather commuter,3.21,0.047,41
1098,2025-07-14,Vanilla Cream Cold Brew,Northeast,Delivery,northeast-5,47,90,0.879,3964,23585.8,0.624,0.301,0.225,0.123,6627,115103,0.1007,Cold coffee loyalist,1.9,0.017,58
1099,2025-10-13,Pineapple Passionfruit Refresher,California,RTD Retail,california-5,62,86,0.758,4400,19756,0.705,0.257,0.218,0.081,8494,129580,0.0718,Cold coffee loyalist,3.67,0.048,41
1100,2025-06-16,Blood Orange Espresso Tonic,Pacific Northwest,In-store,pacific-northwest-3,162,88,0.78,11290,67175.5,0.628,0.25,0.15,0.126,32076,579474,0.0927,Rewards power user,5.38,0.096,37
1101,2025-05-05,Pineapple Passionfruit Refresher,Texas,Drive-thru,texas-1,42,56,0.35,2032,12090.4,0.729,0.192,0.06,0.128,6384,160986,0.0827,Cold coffee loyalist,2.84,0.037,51
1102,2025-12-15,Spiced Mocha Cold Brew,Texas,In-store,texas-4,104,87,0.771,9640,57358,0.773,0.268,0.098,0.255,28184,258440,0.0669,Morning commuter,3.6,0.014,53
1103,2026-02-02,Summer Berry Refresher,California,Delivery,california-5,127,64,0.409,7050,41947.5,0.652,0.176,0.102,0.067,10160,287782,0.0623,Warm-weather commuter,3.64,0.018,37
1104,2025-10-20,Summer Berry Refresher,New York Metro,Delivery,new-york-metro-6,181,77,0.568,13163,78319.85,0.652,0.202,0.188,0.149,52128,455577,0.0583,Cold coffee loyalist,4.52,0.108,42
1105,2025-10-27,Blood Orange Espresso Tonic,Northeast,Delivery,northeast-5,216,89,0.735,20504,121998.8,0.75,0.241,0.208,0.267,66744,842616,0.073,Warm-weather commuter,4.53,0.069,48
1106,2025-10-27,Summer Berry Refresher,Texas,In-store,texas-3,131,61,0.354,6145,36562.75,0.679,0.203,0.228,0.246,26855,195976,0.0756,Warm-weather commuter,4.25,0.123,45
1107,2025-09-15,Summer Berry Refresher,New York Metro,Mobile Order,new-york-metro-2,199,94,0.903,13556,80658.2,0.687,0.288,0.12,0.104,46168,574911,0.0991,Rewards power user,2.84,0,55
1108,2025-05-26,Blood Orange Espresso Tonic,Northeast,Drive-thru,northeast-3,199,74,0.562,15988,95128.6,0.64,0.248,0.091,0.271,55521,632223,0.0668,Rewards power user,4.23,0.049,41
1109,2025-10-20,Blood Orange Espresso Tonic,Texas,RTD Retail,texas-7,186,93,0.884,13258,59528.42,0.754,0.236,0.096,0.226,42036,630354,0.0919,Warm-weather commuter,5.69,0.071,41
1110,2025-07-14,Vanilla Cream Cold Brew,Northeast,In-store,northeast-2,209,89,0.862,22899,136249.05,0.769,0.308,0.204,0.309,46607,600248,0.1015,Warm-weather commuter,1.29,0.043,58
1111,2025-06-23,Cinder Orange Cold Brew Sim,Southeast,Drive-thru,southeast-6,215,65,0.429,15583,92718.85,0.752,0.265,0.148,0.184,34185,847100,0.0972,Warm-weather commuter,5.21,0.066,39
1112,2025-12-15,Vanilla Cream Cold Brew,Southeast,In-store,southeast-8,108,56,0.35,7645,45487.75,0.784,0.265,0.186,0.11,27756,313848,0.0952,Cold coffee loyalist,4.87,0.042,47
1113,2025-09-29,Blood Orange Espresso Tonic,South,In-store,south-7,92,67,0.426,4546,27048.7,0.587,0.198,0.147,0.261,7544,174616,0.0632,Rewards power user,4,0.034,37
1114,2025-07-28,Summer Berry Refresher,California,RTD Retail,california-4,181,80,0.608,9616,43175.84,0.653,0.225,0.184,0.177,28960,186792,0.0864,Rewards power user,1.36,0.025,53
1115,2025-06-16,Summer Berry Refresher,California,Delivery,california-3,74,86,0.716,4340,25823,0.739,0.232,0.095,0.134,14430,127058,0.088,Seasonal trial seeker,3.07,0.02,50
